日期,AQI指数,PM2.5	,PM10,So2,No2,Co,O3
"
                                        2017-01-22",81.0,59.0,95.0,17.0,49.0,1.07,34.0
"
                                        2017-01-23",69.0,49.0,76.0,17.0,50.0,1.06,38.0
"
                                        2017-01-24",49.0,32.0,49.0,13.0,27.0,0.75,63.0
"
                                        2017-01-25",64.0,46.0,64.0,11.0,32.0,0.79,52.0
"
                                        2017-01-26",70.0,50.0,67.0,8.0,28.0,0.81,43.0
"
                                        2017-01-27",120.0,89.0,118.0,10.0,27.0,1.04,45.0
"
                                        2017-01-28",82.0,55.0,89.0,9.0,23.0,0.74,57.0
"
                                        2017-01-29",98.0,72.0,94.0,9.0,25.0,0.85,42.0
"
                                        2017-01-30",51.0,35.0,48.0,7.0,17.0,0.83,48.0
"
                                        2017-01-31",34.0,18.0,31.0,8.0,14.0,0.55,63.0
"
                                        2017-02-01",56.0,39.0,52.0,8.0,16.0,0.68,56.0
"
                                        2017-02-02",67.0,46.0,60.0,10.0,17.0,0.83,72.0
"
                                        2017-02-03",55.0,38.0,56.0,9.0,35.0,0.78,32.0
"
                                        2017-02-04",90.0,66.0,83.0,9.0,39.0,0.96,10.0
"
                                        2017-02-05",91.0,67.0,81.0,10.0,36.0,1.26,22.0
"
                                        2017-02-06",120.0,88.0,114.0,12.0,36.0,1.23,55.0
"
                                        2017-02-07",33.0,16.0,29.0,9.0,25.0,0.55,63.0
"
                                        2017-02-08",32.0,20.0,30.0,7.0,28.0,0.67,43.0
"
                                        2017-02-09",86.0,63.0,74.0,12.0,22.0,0.92,68.0
"
                                        2017-02-10",76.0,54.0,71.0,16.0,25.0,0.81,72.0
"
                                        2017-02-11",53.0,35.0,53.0,14.0,39.0,0.7,54.0
"
                                        2017-02-12",73.0,52.0,74.0,15.0,51.0,0.82,46.0
"
                                        2017-02-13",99.0,73.0,102.0,15.0,69.0,0.94,40.0
"
                                        2017-02-14",108.0,81.0,112.0,17.0,63.0,0.91,60.0
"
                                        2017-02-15",102.0,76.0,105.0,15.0,72.0,0.87,56.0
"
                                        2017-02-16",78.0,56.0,84.0,12.0,73.0,0.95,36.0
"
                                        2017-02-17",116.0,87.0,125.0,9.0,57.0,0.96,22.0
"
                                        2017-02-18",70.0,47.0,76.0,10.0,50.0,0.71,29.0
"
                                        2017-02-19",79.0,57.0,86.0,9.0,43.0,0.97,43.0
"
                                        2017-02-20",87.0,59.0,91.0,9.0,44.0,0.97,33.0
"
                                        2017-02-21",59.0,31.0,66.0,10.0,37.0,0.7,53.0
"
                                        2017-02-22",49.0,34.0,53.0,8.0,40.0,0.88,23.0
"
                                        2017-02-23",100.0,74.0,96.0,13.0,31.0,0.95,52.0
"
                                        2017-02-24",123.0,93.0,122.0,19.0,57.0,1.03,47.0
"
                                        2017-02-25",153.0,116.0,151.0,17.0,68.0,1.17,56.0
"
                                        2017-02-26",164.0,123.0,163.0,20.0,85.0,1.2,65.0
"
                                        2017-02-27",167.0,127.0,173.0,25.0,80.0,1.12,65.0
"
                                        2017-02-28",95.0,70.0,104.0,20.0,67.0,0.83,61.0
"
                                        2017-03-01",82.0,54.0,100.0,14.0,46.0,0.72,59.0
"
                                        2017-03-02",71.0,42.0,89.0,13.0,35.0,0.63,64.0
"
                                        2017-03-03",80.0,58.0,98.0,16.0,69.0,0.78,48.0
"
                                        2017-03-04",107.0,79.0,128.0,16.0,81.0,0.95,43.0
"
                                        2017-03-05",90.0,66.0,100.0,11.0,55.0,0.8,50.0
"
                                        2017-03-06",77.0,55.0,80.0,11.0,44.0,0.83,59.0
"
                                        2017-03-07",84.0,61.0,97.0,16.0,69.0,0.9,45.0
"
                                        2017-03-08",105.0,78.0,118.0,14.0,53.0,0.9,56.0
"
                                        2017-03-09",109.0,82.0,124.0,18.0,71.0,1.01,53.0
"
                                        2017-03-10",91.0,66.0,101.0,13.0,64.0,0.92,48.0
"
                                        2017-03-11",46.0,29.0,45.0,8.0,40.0,0.75,60.0
"
                                        2017-03-12",63.0,44.0,69.0,9.0,57.0,0.9,27.0
"
                                        2017-03-13",37.0,22.0,32.0,7.0,31.0,0.74,69.0
"
                                        2017-03-14",55.0,35.0,58.0,14.0,38.0,0.74,66.0
"
                                        2017-03-15",66.0,44.0,74.0,15.0,53.0,0.79,66.0
"
                                        2017-03-16",74.0,53.0,77.0,10.0,48.0,0.76,58.0
"
                                        2017-03-17",65.0,46.0,68.0,13.0,48.0,0.69,60.0
"
                                        2017-03-18",99.0,74.0,113.0,16.0,67.0,0.86,16.0
"
                                        2017-03-19",62.0,42.0,71.0,9.0,49.0,0.77,43.0
"
                                        2017-03-20",36.0,22.0,33.0,7.0,40.0,0.95,34.0
"
                                        2017-03-21",80.0,57.0,80.0,10.0,35.0,0.92,89.0
"
                                        2017-03-22",80.0,58.0,84.0,10.0,44.0,0.86,69.0
"
                                        2017-03-23",57.0,40.0,59.0,10.0,47.0,0.82,36.0
"
                                        2017-03-24",45.0,30.0,42.0,8.0,48.0,0.71,45.0
"
                                        2017-03-25",66.0,46.0,74.0,9.0,36.0,0.86,60.0
"
                                        2017-03-26",70.0,41.0,82.0,11.0,41.0,0.79,72.0
"
                                        2017-03-27",69.0,42.0,85.0,14.0,56.0,0.81,67.0
"
                                        2017-03-28",69.0,42.0,86.0,12.0,54.0,0.82,58.0
"
                                        2017-03-29",147.0,108.0,169.0,15.0,51.0,1.08,59.0
"
                                        2017-03-30",63.0,44.0,67.0,9.0,41.0,0.79,63.0
"
                                        2017-03-31",51.0,28.0,40.0,9.0,36.0,0.72,84.0
"
                                        2017-04-01",100.0,74.0,101.0,11.0,48.0,0.91,69.0
"
                                        2017-04-02",79.0,54.0,83.0,12.0,57.0,0.87,66.0
"
                                        2017-04-03",83.0,54.0,88.0,15.0,58.0,0.86,75.0
"
                                        2017-04-04",71.0,41.0,68.0,13.0,40.0,0.74,104.0
"
                                        2017-04-05",67.0,44.0,73.0,13.0,39.0,0.77,87.0
"
                                        2017-04-06",135.0,102.0,153.0,22.0,77.0,1.19,48.0
"
                                        2017-04-07",63.0,44.0,66.0,8.0,51.0,0.89,27.0
"
                                        2017-04-08",87.0,63.0,92.0,10.0,46.0,0.97,66.0
"
                                        2017-04-09",41.0,25.0,38.0,6.0,33.0,0.79,65.0
"
                                        2017-04-10",31.0,16.0,25.0,6.0,37.0,0.87,50.0
"
                                        2017-04-11",38.0,26.0,35.0,7.0,30.0,0.88,42.0
"
                                        2017-04-12",66.0,38.0,65.0,10.0,46.0,0.87,61.0
"
                                        2017-04-13",76.0,42.0,84.0,13.0,60.0,0.85,73.0
"
                                        2017-04-14",72.0,41.0,78.0,15.0,57.0,0.88,80.0
"
                                        2017-04-15",79.0,49.0,92.0,15.0,59.0,0.99,82.0
"
                                        2017-04-16",78.0,53.0,99.0,15.0,60.0,1.03,63.0
"
                                        2017-04-17",44.0,21.0,39.0,7.0,31.0,0.9,60.0
"
                                        2017-04-18",74.0,35.0,98.0,9.0,27.0,0.72,80.0
"
                                        2017-04-19",90.0,46.0,124.0,14.0,43.0,0.85,103.0
"
                                        2017-04-20",75.0,51.0,90.0,7.0,24.0,0.88,100.0
"
                                        2017-04-21",75.0,49.0,93.0,12.0,29.0,0.99,91.0
"
                                        2017-04-22",74.0,36.0,83.0,12.0,30.0,0.8,108.0
"
                                        2017-04-23",97.0,54.0,99.0,18.0,42.0,0.93,109.0
"
                                        2017-04-23",97.0,54.0,99.0,18.0,42.0,0.93,109.0
"
                                        2017-04-24",94.0,56.0,99.0,14.0,50.0,0.93,102.0
"
                                        2017-04-25",82.0,57.0,101.0,12.0,60.0,0.96,65.0
"
                                        2017-04-26",46.0,22.0,37.0,8.0,26.0,0.62,85.0
"
                                        2017-04-27",57.0,27.0,52.0,13.0,43.0,0.7,87.0
"
                                        2017-04-28",74.0,38.0,66.0,11.0,49.0,0.81,95.0
"
                                        2017-04-29",77.0,38.0,66.0,11.0,47.0,0.8,102.0
"
                                        2017-04-30",80.0,42.0,69.0,13.0,47.0,0.8,102.0
"
                                        2017-05-01",80.0,56.0,96.0,13.0,62.0,0.98,70.0
"
                                        2017-05-02",48.0,29.0,43.0,6.0,26.0,0.74,74.0
"
                                        2017-05-03",43.0,27.0,42.0,8.0,28.0,0.67,66.0
"
                                        2017-05-04",40.0,23.0,39.0,7.0,37.0,0.82,33.0
"
                                        2017-05-05",45.0,25.0,44.0,7.0,32.0,0.81,55.0
"
                                        2017-05-06",73.0,47.0,76.0,11.0,45.0,0.92,77.0
"
                                        2017-05-07",92.0,59.0,124.0,13.0,50.0,0.97,86.0
"
                                        2017-05-08",85.0,56.0,116.0,8.0,60.0,1.01,32.0
"
                                        2017-05-09",57.0,26.0,54.0,7.0,36.0,0.78,73.0
"
                                        2017-05-10",72.0,35.0,69.0,9.0,48.0,0.75,82.0
"
                                        2017-05-11",80.0,41.0,75.0,12.0,45.0,0.78,101.0
"
                                        2017-05-12",63.0,35.0,55.0,7.0,32.0,0.69,92.0
"
                                        2017-05-13",54.0,23.0,44.0,7.0,34.0,0.68,79.0
"
                                        2017-05-14",87.0,44.0,77.0,12.0,37.0,0.83,110.0
"
                                        2017-05-15",70.0,38.0,63.0,9.0,22.0,0.66,111.0
"
                                        2017-05-16",53.0,23.0,54.0,12.0,49.0,0.7,48.0
"
                                        2017-05-17",80.0,36.0,72.0,10.0,44.0,0.75,80.0
"
                                        2017-05-18",93.0,38.0,74.0,11.0,51.0,0.77,101.0
"
                                        2017-05-19",79.0,41.0,74.0,11.0,48.0,0.77,90.0
"
                                        2017-05-20",73.0,45.0,76.0,10.0,46.0,0.83,71.0
"
                                        2017-05-20",73.0,45.0,76.0,10.0,46.0,0.83,71.0
"
                                        2017-05-21",64.0,31.0,52.0,10.0,30.0,0.7,84.0
"
                                        2017-05-22",70.0,44.0,68.0,12.0,34.0,0.75,81.0
"
                                        2017-05-23",76.0,55.0,74.0,6.0,47.0,0.93,49.0
"
                                        2017-05-24",45.0,29.0,45.0,6.0,26.0,0.75,58.0
"
                                        2017-05-25",67.0,25.0,47.0,10.0,43.0,0.74,91.0
"
                                        2017-05-26",94.0,46.0,81.0,12.0,50.0,0.87,123.0
"
                                        2017-05-27",125.0,56.0,92.0,13.0,49.0,0.91,133.0
"
                                        2017-05-28",101.0,42.0,77.0,13.0,51.0,0.84,124.0
"
                                        2017-05-29",83.0,33.0,63.0,12.0,41.0,0.75,101.0
"
                                        2017-05-30",73.0,37.0,60.0,9.0,32.0,0.78,99.0
"
                                        2017-05-31",100.0,71.0,103.0,12.0,47.0,1.02,97.0
"
                                        2017-06-01",102.0,76.0,114.0,9.0,50.0,1.07,66.0
"
                                        2017-06-02",86.0,51.0,75.0,8.0,27.0,0.85,101.0
"
                                        2017-06-03",84.0,36.0,60.0,11.0,29.0,0.75,108.0
"
                                        2017-06-04",66.0,17.0,38.0,11.0,21.0,0.61,116.0
"
                                        2017-06-05",43.0,19.0,36.0,10.0,28.0,0.66,79.0
"
                                        2017-06-06",39.0,23.0,37.0,7.0,30.0,0.82,45.0
"
                                        2017-06-07",54.0,28.0,43.0,7.0,27.0,0.82,92.0
"
                                        2017-06-08",112.0,57.0,83.0,11.0,42.0,0.98,135.0
"
                                        2017-06-09",69.0,46.0,71.0,8.0,44.0,1.01,54.0
"
                                        2017-06-10",35.0,20.0,32.0,6.0,32.0,0.78,32.0
"
                                        2017-06-11",34.0,17.0,27.0,6.0,29.0,0.65,51.0
"
                                        2017-06-12",40.0,8.0,18.0,5.0,21.0,0.57,79.0
"
                                        2017-06-13",35.0,9.0,21.0,5.0,28.0,0.63,70.0
"
                                        2017-06-14",45.0,20.0,33.0,8.0,28.0,0.64,85.0
"
                                        2017-06-15",66.0,27.0,45.0,10.0,34.0,0.66,100.0
"
                                        2017-06-16",64.0,35.0,53.0,8.0,33.0,0.72,78.0
"
                                        2017-06-17",57.0,25.0,38.0,8.0,26.0,0.63,95.0
"
                                        2017-06-18",52.0,22.0,35.0,8.0,24.0,0.61,80.0
"
                                        2017-06-19",36.0,22.0,33.0,7.0,35.0,0.69,48.0
"
                                        2017-06-20",48.0,31.0,43.0,7.0,33.0,0.82,55.0
"
                                        2017-06-21",52.0,36.0,53.0,7.0,48.0,0.95,27.0
"
                                        2017-06-22",40.0,27.0,39.0,6.0,33.0,0.83,54.0
"
                                        2017-06-23",47.0,30.0,48.0,6.0,37.0,0.95,38.0
"
                                        2017-06-24",21.0,9.0,17.0,5.0,30.0,0.81,24.0
"
                                        2017-06-25",25.0,15.0,23.0,5.0,27.0,0.77,42.0
"
                                        2017-06-26",45.0,30.0,40.0,5.0,26.0,0.83,68.0
